,sEth,dEth,typEth,Source,Destination,proto,type,code,sPort,dPort,priority,action
258,9e:8d:de:80:29:28,*,0x800,*,www.gstatic.com,6,*,*,*,80,*,forward
259,9e:8d:de:80:29:28,*,0x800,*,google.com,6,*,*,*,80,*,forward
260,9e:8d:de:80:29:28,*,0x800,*,r2---sn-ntq7yned.googlevideo.com,17,*,*,*,443,*,forward
261,9e:8d:de:80:29:28,*,0x800,*,clients2.google.com,6,*,*,*,80,*,forward
262,9e:8d:de:80:29:28,*,0x800,*,r4---sn-ntqe6n76.googlevideo.com,17,*,*,*,443,*,forward
263,9e:8d:de:80:29:28,*,0x800,*,clients3.google.com,6,*,*,*,443,*,forward
264,9e:8d:de:80:29:28,*,0x800,*,tools.google.com,6,*,*,*,80,*,forward
265,9e:8d:de:80:29:28,*,*,*,224.0.0.22/32,2,*,*,*,*,*,forward
266,9e:8d:de:80:29:28,*,0x800,*,239.255.255.250/32,17,*,*,*,1900,*,forward
267,9e:8d:de:80:29:28,ff:ff:ff:ff:ff:ff,0x800,*,255.255.255.255/32,17,*,*,*,67,*,forward
268,9e:8d:de:80:29:28,*,0x800,*,clients3.google.com,1,8,0,*,*,*,forward
269,9e:8d:de:80:29:28,*,0x800,*,clients3.google.com,17,*,*,*,443,*,forward
270,9e:8d:de:80:29:28,*,0x800,*,mtalk.google.com,6,*,*,*,5228,*,forward
271,9e:8d:de:80:29:28,*,0x800,*,storage.googleapis.com,17,*,*,*,443,*,forward
272,9e:8d:de:80:29:28,*,0x800,*,android.clients.google.com,1,8,0,*,*,*,forward
273,9e:8d:de:80:29:28,*,0x800,*,r3---sn-55goxu-ntqe.googlevideo.com,17,*,*,*,443,*,forward
274,*,*,0x800,*,*,1,8,0,*,*,*,forward
275,9e:8d:de:80:29:28,*,0x800,*,lh4.googleusercontent.com,17,*,*,*,443,*,forward
276,9e:8d:de:80:29:28,*,0x800,*,clients1.google.com,6,*,*,*,80,*,forward
277,9e:8d:de:80:29:28,*,0x800,*,www.googleapis.com,6,*,*,*,443,*,forward
278,9e:8d:de:80:29:28,*,0x800,*,android.clients.google.com,6,*,*,*,443,*,forward
279,9e:8d:de:80:29:28,*,0x800,*,pagead2.googlesyndication.com,6,*,*,*,443,*,forward
280,9e:8d:de:80:29:28,*,0x800,*,google.com,17,*,*,*,443,*,forward
281,9e:8d:de:80:29:28,*,0x800,*,cdn.ravenjs.com,6,*,*,*,443,*,forward
282,9e:8d:de:80:29:28,*,0x800,*,www.gstatic.com,17,*,*,*,443,*,forward
283,9e:8d:de:80:29:28,*,0x800,*,www.youtube.com,17,*,*,*,443,*,forward
284,9e:8d:de:80:29:28,*,0x800,*,yt3.ggpht.com,17,*,*,*,443,*,forward
285,9e:8d:de:80:29:28,*,0x800,*,lh3.googleusercontent.com,17,*,*,*,443,*,forward
286,9e:8d:de:80:29:28,*,0x800,*,googleads.g.doubleclick.net,17,*,*,*,443,*,forward
287,9e:8d:de:80:29:28,*,0x800,*,google.com,1,8,0,*,*,*,forward
288,9e:8d:de:80:29:28,*,0x800,*,lh6.googleusercontent.com,6,*,*,*,443,*,forward
289,9e:8d:de:80:29:28,*,0x800,*,224.0.0.251/32,17,*,*,*,5353,*,forward
290,9e:8d:de:80:29:28,*,0x800,*,fonts.gstatic.com,6,*,*,*,80,*,forward
291,9e:8d:de:80:29:28,*,0x800,*,clients4.google.com,1,8,0,*,*,*,forward
292,9e:8d:de:80:29:28,*,0x800,*,connectivitycheck.gstatic.com,6,*,*,*,80,*,forward
293,9e:8d:de:80:29:28,*,0x800,*,clients2.google.com,17,*,*,*,443,*,forward
294,9e:8d:de:80:29:28,*,*,*,224.0.0.2/32,2,*,*,*,*,*,forward
295,9e:8d:de:80:29:28,*,0x800,*,r1---sn-55goxu-ntqe.googlevideo.com,6,*,*,*,443,*,forward
296,9e:8d:de:80:29:28,*,0x800,*,clients1.google.com,6,*,*,*,443,*,forward
297,9e:8d:de:80:29:28,*,0x800,*,ajax.googleapis.com,17,*,*,*,443,*,forward
298,9e:8d:de:80:29:28,*,0x800,*,clients1.google.com,1,8,0,*,*,*,forward
299,9e:8d:de:80:29:28,*,0x800,*,secure.insightexpressai.com,6,*,*,*,443,*,forward
300,9e:8d:de:80:29:28,*,0x800,*,cast.scdn.co,6,*,*,*,443,*,forward
301,9e:8d:de:80:29:28,*,0x800,*,securepubads.g.doubleclick.net,6,*,*,*,443,*,forward
302,9e:8d:de:80:29:28,*,0x800,*,tools.google.com,1,8,0,*,*,*,forward
303,9e:8d:de:80:29:28,*,0x800,*,clients4.google.com,17,*,*,*,443,*,forward
304,9e:8d:de:80:29:28,*,0x800,*,api-partner.spotify.com,6,*,*,*,443,*,forward
305,9e:8d:de:80:29:28,*,0x800,*,www.youtube.com,1,8,0,*,*,*,forward
306,9e:8d:de:80:29:28,*,0x800,*,www.youtube.com,6,*,*,*,443,*,forward
307,9e:8d:de:80:29:28,*,0x800,*,clients2.google.com,1,8,0,*,*,*,forward
308,9e:8d:de:80:29:28,*,0x800,*,ssl.gstatic.com,17,*,*,*,443,*,forward
309,9e:8d:de:80:29:28,*,0x800,*,ade.googlesyndication.com,17,*,*,*,443,*,forward
310,*,*,0x800,*,*,17,*,*,*,67,*,forward
311,9e:8d:de:80:29:28,*,0x800,*,r4---sn-ntqe6n76.googlevideo.com,6,*,*,*,443,*,forward
312,9e:8d:de:80:29:28,*,0x800,*,clients3.google.com,6,*,*,*,80,*,forward
313,9e:8d:de:80:29:28,*,0x800,*,lh5.googleusercontent.com,17,*,*,*,443,*,forward
314,9e:8d:de:80:29:28,*,0x800,*,www.youtube-nocookie.com,6,*,*,*,443,*,forward
315,9e:8d:de:80:29:28,*,0x800,*,connectivitycheck.gstatic.com,6,*,*,*,443,*,forward
316,9e:8d:de:80:29:28,*,0x800,*,lh4.googleusercontent.com,6,*,*,*,443,*,forward
317,*,*,0x800,*,*,6,*,*,8008,*,*,forward
318,9e:8d:de:80:29:28,*,0x800,*,securepubads.g.doubleclick.net,17,*,*,*,443,*,forward
319,9e:8d:de:80:29:28,*,0x800,*,i.ytimg.com,17,*,*,*,443,*,forward
320,*,9e:8d:de:80:29:28,0x800,ssl.gstatic.com,*,6,*,*,80,*,*,forward
321,*,9e:8d:de:80:29:28,0x800,cast.scdn.co,*,6,*,*,443,*,*,forward
322,*,9e:8d:de:80:29:28,0x800,www.youtube.com,*,6,*,*,443,*,*,forward
323,*,9e:8d:de:80:29:28,0x800,lh4.googleusercontent.com,*,6,*,*,443,*,*,forward
324,*,9e:8d:de:80:29:28,0x800,android.clients.google.com,*,17,*,*,443,*,*,forward
325,*,9e:8d:de:80:29:28,0x800,clients2.google.com,*,17,*,*,443,*,*,forward
326,*,9e:8d:de:80:29:28,0x800,www.youtube-nocookie.com,*,17,*,*,443,*,*,forward
327,*,9e:8d:de:80:29:28,0x800,clients3.google.com,*,6,*,*,80,*,*,forward
328,*,9e:8d:de:80:29:28,0x800,clients3.google.com,*,6,*,*,443,*,*,forward
329,*,9e:8d:de:80:29:28,0x800,r2---sn-ntq7yned.googlevideo.com,*,17,*,*,443,*,*,forward
330,*,9e:8d:de:80:29:28,0x800,www.gstatic.com,*,6,*,*,443,*,*,forward
331,*,9e:8d:de:80:29:28,0x800,googleads.g.doubleclick.net,*,6,*,*,443,*,*,forward
332,*,*,0x800,*,*,17,*,*,67,*,*,forward
333,*,9e:8d:de:80:29:28,0x800,clients3.google.com,*,17,*,*,443,*,*,forward
334,*,9e:8d:de:80:29:28,0x800,clients1.google.com,*,6,*,*,443,*,*,forward
335,*,9e:8d:de:80:29:28,0x800,8.8.8.8/32,*,17,*,*,53,*,*,forward
336,*,9e:8d:de:80:29:28,0x800,lh6.googleusercontent.com,*,17,*,*,443,*,*,forward
337,*,9e:8d:de:80:29:28,0x800,clients1.google.com,*,1,0,0,*,*,*,forward
338,*,9e:8d:de:80:29:28,0x800,r4---sn-ntqe6n76.googlevideo.com,*,6,*,*,443,*,*,forward
339,*,9e:8d:de:80:29:28,0x800,tools.google.com,*,6,*,*,80,*,*,forward
340,*,*,0x800,*,*,1,0,0,*,*,*,forward
341,*,9e:8d:de:80:29:28,0x800,r1---sn-55goxu-ntqe.googlevideo.com,*,17,*,*,443,*,*,forward
342,*,9e:8d:de:80:29:28,0x800,r4---sn-ntqe6n76.googlevideo.com,*,17,*,*,443,*,*,forward
343,*,*,0x800,*,*,17,*,*,53,*,*,forward
344,*,9e:8d:de:80:29:28,0x800,tools.google.com,*,1,0,0,*,*,*,forward
345,*,9e:8d:de:80:29:28,0x800,lh4.googleusercontent.com,*,17,*,*,443,*,*,forward
346,*,9e:8d:de:80:29:28,0x800,google.com,*,1,0,0,*,*,*,forward
347,*,9e:8d:de:80:29:28,0x800,clients4.google.com,*,17,*,*,443,*,*,forward
348,*,*,0x800,*,*,6,*,*,*,8008,*,forward
349,*,9e:8d:de:80:29:28,0x800,time.google.com,*,17,*,*,123,*,*,forward
350,*,9e:8d:de:80:29:28,0x800,mtalk.google.com,*,6,*,*,5228,*,*,forward
351,*,9e:8d:de:80:29:28,0x800,www.gstatic.com,*,6,*,*,80,*,*,forward
352,*,9e:8d:de:80:29:28,0x800,www.youtube.com,*,6,*,*,80,*,*,forward
353,*,9e:8d:de:80:29:28,0x800,lh3.googleusercontent.com,*,17,*,*,443,*,*,forward
354,*,9e:8d:de:80:29:28,0x800,fonts.gstatic.com,*,17,*,*,443,*,*,forward
355,*,9e:8d:de:80:29:28,0x800,8.8.8.8/32,*,1,0,0,*,*,*,forward
356,*,9e:8d:de:80:29:28,0x800,android.clients.google.com,*,6,*,*,443,*,*,forward
357,*,9e:8d:de:80:29:28,0x800,yt3.ggpht.com,*,17,*,*,443,*,*,forward
358,*,9e:8d:de:80:29:28,0x800,securepubads.g.doubleclick.net,*,6,*,*,443,*,*,forward
359,*,9e:8d:de:80:29:28,0x800,clients2.google.com,*,6,*,*,80,*,*,forward
360,*,9e:8d:de:80:29:28,0x800,clients4.google.com,*,1,0,0,*,*,*,forward
361,*,9e:8d:de:80:29:28,0x800,ade.googlesyndication.com,*,6,*,*,443,*,*,forward
362,*,9e:8d:de:80:29:28,0x800,fonts.gstatic.com,*,6,*,*,443,*,*,forward
363,*,9e:8d:de:80:29:28,0x800,cdn.ravenjs.com,*,6,*,*,443,*,*,forward
364,*,9e:8d:de:80:29:28,0x800,connectivitycheck.gstatic.com,*,6,*,*,80,*,*,forward
365,*,9e:8d:de:80:29:28,0x800,www.gstatic.com,*,17,*,*,443,*,*,forward
366,*,9e:8d:de:80:29:28,0x800,clients2.google.com,*,1,0,0,*,*,*,forward
367,*,9e:8d:de:80:29:28,0x800,secure.insightexpressai.com,*,6,*,*,443,*,*,forward
368,*,9e:8d:de:80:29:28,0x800,storage.googleapis.com,*,6,*,*,443,*,*,forward
369,*,9e:8d:de:80:29:28,0x800,fonts.googleapis.com,*,6,*,*,443,*,*,forward
370,*,9e:8d:de:80:29:28,0x800,clients4.google.com,*,6,*,*,443,*,*,forward
371,*,9e:8d:de:80:29:28,0x800,ajax.googleapis.com,*,17,*,*,443,*,*,forward
372,*,9e:8d:de:80:29:28,0x800,connectivitycheck.gstatic.com,*,17,*,*,443,*,*,forward
373,*,9e:8d:de:80:29:28,0x800,google.com,*,6,*,*,443,*,*,forward
374,*,9e:8d:de:80:29:28,0x800,www.youtube.com,*,1,0,0,*,*,*,forward
375,*,9e:8d:de:80:29:28,0x800,www.youtube-nocookie.com,*,6,*,*,443,*,*,forward
376,*,9e:8d:de:80:29:28,0x800,r3---sn-55goxu-ntqe.googlevideo.com,*,17,*,*,443,*,*,forward
377,*,9e:8d:de:80:29:28,0x800,api-partner.spotify.com,*,6,*,*,443,*,*,forward
378,*,9e:8d:de:80:29:28,0x800,lh6.googleusercontent.com,*,6,*,*,443,*,*,forward
379,*,9e:8d:de:80:29:28,0x800,clients2.google.com,*,6,*,*,443,*,*,forward
380,*,9e:8d:de:80:29:28,0x800,lh5.googleusercontent.com,*,17,*,*,443,*,*,forward
381,*,9e:8d:de:80:29:28,0x800,ade.googlesyndication.com,*,17,*,*,443,*,*,forward
382,*,9e:8d:de:80:29:28,0x800,android.clients.google.com,*,1,0,0,*,*,*,forward
383,*,9e:8d:de:80:29:28,0x800,storage.googleapis.com,*,17,*,*,443,*,*,forward
384,*,9e:8d:de:80:29:28,0x800,clients4.google.com,*,6,*,*,80,*,*,forward
385,*,9e:8d:de:80:29:28,0x800,pagead2.googlesyndication.com,*,17,*,*,443,*,*,forward
386,*,*,0x800,*,*,6,*,*,*,8009,*,forward
387,*,9e:8d:de:80:29:28,0x800,ad.doubleclick.net,*,6,*,*,443,*,*,forward
388,*,9e:8d:de:80:29:28,0x800,google.com,*,6,*,*,80,*,*,forward
389,*,9e:8d:de:80:29:28,0x800,lh3.googleusercontent.com,*,6,*,*,443,*,*,forward
390,*,9e:8d:de:80:29:28,0x800,google.com,*,17,*,*,443,*,*,forward
391,*,9e:8d:de:80:29:28,0x800,android.clients.google.com,*,6,*,*,80,*,*,forward
392,*,9e:8d:de:80:29:28,0x800,clients3.google.com,*,1,0,0,*,*,*,forward
393,*,9e:8d:de:80:29:28,0x800,ssl.gstatic.com,*,6,*,*,443,*,*,forward
394,*,9e:8d:de:80:29:28,0x800,yt3.ggpht.com,*,6,*,*,443,*,*,forward
395,*,9e:8d:de:80:29:28,0x800,www.youtube.com,*,17,*,*,443,*,*,forward
396,*,9e:8d:de:80:29:28,0x800,googleads.g.doubleclick.net,*,17,*,*,443,*,*,forward
397,*,9e:8d:de:80:29:28,0x800,www.googleapis.com,*,6,*,*,443,*,*,forward
398,*,9e:8d:de:80:29:28,0x800,tools.google.com,*,6,*,*,443,*,*,forward
399,*,9e:8d:de:80:29:28,0x800,i.ytimg.com,*,17,*,*,443,*,*,forward
400,*,9e:8d:de:80:29:28,0x800,fonts.gstatic.com,*,6,*,*,80,*,*,forward
401,*,9e:8d:de:80:29:28,0x800,ad.doubleclick.net,*,17,*,*,443,*,*,forward
402,*,9e:8d:de:80:29:28,0x800,i.ytimg.com,*,6,*,*,443,*,*,forward
403,*,9e:8d:de:80:29:28,0x800,clients1.google.com,*,6,*,*,80,*,*,forward
404,*,9e:8d:de:80:29:28,0x800,ssl.gstatic.com,*,17,*,*,443,*,*,forward
405,*,9e:8d:de:80:29:28,0x800,r1---sn-55goxu-ntqe.googlevideo.com,*,6,*,*,443,*,*,forward
406,*,9e:8d:de:80:29:28,0x800,lh5.googleusercontent.com,*,6,*,*,443,*,*,forward
407,*,9e:8d:de:80:29:28,0x800,www.googleapis.com,*,17,*,*,443,*,*,forward
408,*,9e:8d:de:80:29:28,0x800,ajax.googleapis.com,*,6,*,*,443,*,*,forward
409,*,9e:8d:de:80:29:28,0x800,connectivitycheck.gstatic.com,*,6,*,*,443,*,*,forward
410,*,9e:8d:de:80:29:28,0x800,tools.google.com,*,17,*,*,443,*,*,forward
411,*,9e:8d:de:80:29:28,0x800,pagead2.googlesyndication.com,*,6,*,*,443,*,*,forward
412,*,9e:8d:de:80:29:28,0x800,clients1.google.com,*,17,*,*,443,*,*,forward
413,*,9e:8d:de:80:29:28,0x800,securepubads.g.doubleclick.net,*,17,*,*,443,*,*,forward
414,*,9e:8d:de:80:29:28,0x800,fonts.googleapis.com,*,17,*,*,443,*,*,forward
415,*,*,*,*,*,58,*,*,*,*,*,forward
416,*,*,*,*,*,0,*,*,*,*,*,forward
417,*,*,0x0006,*,*,*,*,*,*,*,*,forward
418,*,*,0x888e,*,*,*,*,*,*,*,*,forward
419,9e:8d:de:80:29:28,*,0x800,*,pool.ntp.org,17,*,*,*,123,*,forward
420,9e:8d:de:80:29:28,*,0x800,*,oculus2275-us1.dropcam.com,6,*,*,*,443,*,forward
421,*,*,0x800,*,*,17,*,*,*,67,*,forward
422,9e:8d:de:80:29:28,*,0x800,*,nexus.dropcam.com,6,*,*,*,443,*,forward
423,*,*,0x800,*,*,17,*,*,*,53,*,forward
424,9e:8d:de:80:29:28,ff:ff:ff:ff:ff:ff,0x800,*,255.255.255.255/32,17,*,*,*,67,*,forward
425,9e:8d:de:80:29:28,*,0x800,*,nexus-us1.dropcam.com,6,*,*,*,443,*,forward
426,9e:8d:de:80:29:28,*,0x800,*,8.8.4.4/32,17,*,*,*,53,*,forward
427,9e:8d:de:80:29:28,*,0x800,*,8.8.8.8/32,17,*,*,*,53,*,forward
428,*,9e:8d:de:80:29:28,0x800,oculus2275-us1.dropcam.com,*,6,*,*,443,*,*,forward
429,*,9e:8d:de:80:29:28,0x800,nexus-us1.dropcam.com,*,6,*,*,443,*,*,forward
430,*,*,0x800,*,*,17,*,*,53,*,*,forward
431,*,9e:8d:de:80:29:28,0x800,nexus.dropcam.com,*,6,*,*,443,*,*,forward
432,*,*,0x800,*,*,17,*,*,67,*,*,forward
433,*,9e:8d:de:80:29:28,0x800,8.8.8.8/32,*,17,*,*,53,*,*,forward
434,*,9e:8d:de:80:29:28,0x800,8.8.4.4/32,*,17,*,*,53,*,*,forward
435,*,9e:8d:de:80:29:28,0x800,pool.ntp.org,*,17,*,*,123,*,*,forward
436,*,*,0x888e,*,*,*,*,*,*,*,*,forward
437,*,*,0x0006,*,*,*,*,*,*,*,*,forward
438,*,*,0x800,*,*,17,*,*,*,67,*,forward
439,*,*,0x800,*,*,17,*,*,*,53,*,forward
440,9e:8d:de:80:29:28,*,0x800,*,puppeteer.toytalk.com,6,*,*,*,443,*,forward
441,9e:8d:de:80:29:28,ff:ff:ff:ff:ff:ff,0x800,*,255.255.255.255/32,17,*,*,*,67,*,forward
442,9e:8d:de:80:29:28,*,0x800,*,firmware.toytalk.com,6,*,*,*,443,*,forward
443,9e:8d:de:80:29:28,*,0x800,*,storage.toytalk.com,6,*,*,*,443,*,forward
444,*,*,0x800,*,*,17,*,*,53,*,*,forward
445,*,9e:8d:de:80:29:28,0x800,puppeteer.toytalk.com,*,6,*,*,443,*,*,forward
446,*,9e:8d:de:80:29:28,0x800,firmware.toytalk.com,*,6,*,*,443,*,*,forward
447,*,*,0x800,*,*,17,*,*,67,*,*,forward
448,*,9e:8d:de:80:29:28,0x800,storage.toytalk.com,*,6,*,*,443,*,*,forward
449,*,*,0x888e,*,*,*,*,*,*,*,*,forward
450,*,*,0x0006,*,*,*,*,*,*,*,*,forward
451,9e:8d:de:80:29:28,*,0x800,*,xmpp009.hpeprint.com,6,*,*,*,5222,*,forward
452,9e:8d:de:80:29:28,*,*,*,224.0.1.60/32,2,*,*,*,*,*,forward
453,9e:8d:de:80:29:28,ff:ff:ff:ff:ff:ff,0x800,*,255.255.255.255/32,17,*,*,*,67,*,forward
454,9e:8d:de:80:29:28,*,0x800,*,xmpp009.hpeprint.com,6,*,*,*,443,*,forward
455,9e:8d:de:80:29:28,*,0x800,*,xmpp009.hpeprint.com,6,*,*,*,80,*,forward
456,*,ff:ff:ff:ff:ff:ff,0x800,*,*,17,*,*,*,137,*,forward
457,9e:8d:de:80:29:28,*,*,*,239.255.255.250/32,2,*,*,*,*,*,forward
458,*,*,0x800,*,*,17,*,*,*,53,*,forward
459,9e:8d:de:80:29:28,*,0x800,*,224.0.0.252/32,17,*,*,*,5355,*,forward
460,*,*,0x800,*,*,17,*,*,*,67,*,forward
461,9e:8d:de:80:29:28,*,0x800,*,chat.hpeprint.com,6,*,*,*,80,*,forward
462,9e:8d:de:80:29:28,*,0x800,*,224.0.0.251/32,17,*,*,*,5353,*,forward
463,9e:8d:de:80:29:28,*,0x800,*,xmpp009.hpeprint.com,6,*,*,*,5223,*,forward
464,9e:8d:de:80:29:28,*,0x800,*,chat.hpeprint.com,6,*,*,*,443,*,forward
465,9e:8d:de:80:29:28,*,0x800,*,h10141.www1.hp.com,6,*,*,*,80,*,forward
466,*,*,0x800,*,*,17,*,*,5353,*,*,forward
467,*,*,0x800,*,*,6,*,*,80,*,*,forward
468,*,9e:8d:de:80:29:28,0x800,xmpp009.hpeprint.com,*,6,*,*,80,*,*,forward
469,*,*,0x800,*,*,17,*,*,53,*,*,forward
470,*,9e:8d:de:80:29:28,0x800,h10141.www1.hp.com,*,6,*,*,80,*,*,forward
471,*,*,0x800,*,*,17,*,*,67,*,*,forward
472,*,9e:8d:de:80:29:28,0x800,xmpp009.hpeprint.com,*,6,*,*,443,*,*,forward
473,*,9e:8d:de:80:29:28,0x800,xmpp009.hpeprint.com,*,6,*,*,5223,*,*,forward
474,*,*,0x800,*,*,6,*,*,*,80,*,forward
475,*,9e:8d:de:80:29:28,0x800,chat.hpeprint.com,*,6,*,*,443,*,*,forward
476,*,9e:8d:de:80:29:28,0x800,chat.hpeprint.com,*,6,*,*,80,*,*,forward
477,*,9e:8d:de:80:29:28,0x800,xmpp009.hpeprint.com,*,6,*,*,5222,*,*,forward
478,*,*,*,*,*,58,*,*,*,*,*,forward
479,*,*,*,*,*,44,*,*,*,*,*,forward
480,*,*,*,*,*,17,*,*,*,5353,*,forward
481,*,*,*,*,*,17,*,*,*,547,*,forward
482,*,*,*,*,*,0,*,*,*,*,*,forward
483,*,*,*,*,*,58,*,*,*,*,*,forward
484,*,*,*,*,*,17,*,*,*,53,*,forward
485,*,*,*,*,*,0,*,*,*,*,*,forward
486,*,*,*,*,*,17,*,*,5353,*,*,forward
487,*,*,*,*,*,17,*,*,*,5355,*,forward
488,*,*,*,*,*,58,*,*,*,*,*,forward
489,*,*,*,*,*,17,*,*,547,*,*,forward
490,*,*,*,*,*,17,*,*,53,*,*,forward
491,*,*,0x0006,*,*,*,*,*,*,*,*,forward
492,*,*,0x888e,*,*,*,*,*,*,*,*,forward
493,*,*,0x800,*,*,17,*,*,*,67,*,forward
494,9e:8d:de:80:29:28,*,0x800,*,www.ecdinterface.philips.com,6,*,*,*,80,*,forward
495,9e:8d:de:80:29:28,*,*,*,224.0.0.22/32,2,*,*,*,*,*,forward
496,9e:8d:de:80:29:28,*,0x800,*,www2.meethue.com,6,*,*,*,443,*,forward
497,9e:8d:de:80:29:28,*,0x800,*,239.255.255.250/32,17,*,*,*,1900,*,forward
498,9e:8d:de:80:29:28,ff:ff:ff:ff:ff:ff,0x800,*,255.255.255.255/32,17,*,*,*,67,*,forward
499,9e:8d:de:80:29:28,*,0x800,*,time2.google.com,17,*,*,*,123,*,forward
500,9e:8d:de:80:29:28,*,0x800,*,dcp.cpp.philips.com,6,*,*,*,80,*,forward
501,9e:8d:de:80:29:28,*,0x800,*,time4.google.com,17,*,*,*,123,*,forward
502,9e:8d:de:80:29:28,*,0x800,*,224.0.0.251/32,17,*,*,*,5353,*,forward
503,9e:8d:de:80:29:28,*,0x800,*,time.meethue.com,6,*,*,*,443,*,forward
504,9e:8d:de:80:29:28,*,0x800,*,diagnostics.meethue.com,6,*,*,*,80,*,forward
505,*,*,0x800,*,*,17,*,*,*,53,*,forward
506,9e:8d:de:80:29:28,*,0x800,*,ws.meethue.com,6,*,*,*,443,*,forward
507,9e:8d:de:80:29:28,*,0x800,*,time3.google.com,17,*,*,*,123,*,forward
508,9e:8d:de:80:29:28,*,0x800,*,fds.cpp.philips.com,6,*,*,*,80,*,forward
